Município;Situação;Âmbito;Valor do Contrato;Contratada;CNPJ da Contratada;Contratante;Ano do Contrato;Descrição da Obra
Altair;Em execução  no prazo;MUNICIPAL;207139,81;SILENE P. DA SILVA;36.719.198/000105;PREFEITURA MUNICIPAL DE ALTAIR/SP;2020;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRAS E SERVIÇOS DE REFORMA E REVITALIZAÇÃO DA PISCINA MUNICIPAL SOB O REGIME DE EMPREITADA POR PREÇO GLOBAL CONFORME PROJETOS MEMORIAL DESCRITIVO PLANILHA ORÇAMENTÁRIA CRONOGRAMA FÍSICO E DEMAIS ESPECIFICAÇÕES E DETALHAMENTOS QUE SÃO PARTES INTEGRANTES DESTE ATO CONVOCATÓRIO.
Altair;Em execução  no prazo;MUNICIPAL;317887,67;SILENE P. DA SILVA;36.719.198/000105;PREFEITURA MUNICIPAL DE ALTAIR/SP;2020;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRAS E SERVIÇOS DE REFORMA NO ESTÁDIO MUNICIPAL JOÃO ROSA DE SOUZA DO MUNICÍPIO DE ALTAIRSP SOB O REGIME DE EMPREITADA POR PREÇO GLOBAL CONFORME PROJETOS MEMORIAL DESCRITIVO PLANILHA ORÇAMENTÁRIA CRONOGRAMA FÍSICO E DEMAIS ESPECIFICAÇÕES E DETALHAMENTOS QUE SÃO PARTES INTEGRANTES DESTE ATO CONVOCATÓRIO.
Altair;Em execução  no prazo;MUNICIPAL;399366,26;JREIS CONTRUCOES DE BARRETOS LTDA;07.624.096/000108;PREFEITURA MUNICIPAL DE ALTAIR/SP;2019;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA REALIZAÇÃO DE OBRAS DE PAVIMENTAÇÃO ASFÁLTICA COM CBUQ GUIAS E SARJETAS CALÇADA EXTERNA SINALIZAÇÃO E DRENAGEM NO DISTRITO DE SUINANA; E DE RECAPEAMENTO ASFÁLTICO E SINALIZAÇÃO NO MUNICÍPIO DE ALTAIR/SP CONFORME PROJETOS PLANILHA ORÇAMENTÁRIA E CRONOGRAMA FÍSICOFINANCEIRO DA OBRA.
Altinópolis;Em execução  atrasada;MUNICIPAL;725000;CARVALHO CONSTRUTORA INTERIOR LTDA;31.275.491/000107;PREFEITURA MUNICIPAL DE ALTINÓPOLIS;2024;CONTRATAÇÃO DE EMPRESA VISANDO A CONSTRUÇÃO DA PRAÇA DA BÍBLIA
Altinópolis;Em execução  no prazo;MUNICIPAL;235738,43;INCREBASE CONSTRUTORA LTDA;22.456.311/000100;PREFEITURA MUNICIPAL DE ALTINÓPOLIS;2019;CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE RECEPTIVO DA GRUTA NO MUNICÍPIO DE ALTINÓPOLIS
Altinópolis;Em execução  no prazo;MUNICIPAL;136644;CONSTRUSANTOS COMERCIO E CONSTRUCAO CIVIL LTDA;00.230.138/000187;PREFEITURA MUNICIPAL DE ALTINÓPOLIS;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE MURO DE FECHAMENTO NA EMEFEI ANA LÚCIA F. P. FERREIRA DE ALTINÓPOLIS SP.
Altinópolis;Em execução  no prazo;MUNICIPAL;1884007,64;CETENGE ENGENHARIA LTDA;25.674.417/000160;PREFEITURA MUNICIPAL DE ALTINÓPOLIS;2018;CONTRATAÇÃO DE EMPRESA PARA PAVIMENTAÇÃO ASFÁLTICA DO DISTRITO INDUSTRIAL DE ALTINÓPOLIS
Altinópolis;Em execução  no prazo;MUNICIPAL;469999,13;AMARALINA CONSTRUCOES E EMPREENDIMENTOS LTDA.;60.332.384/000171;PREFEITURA MUNICIPAL DE ALTINÓPOLIS;2018;CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE EMISSÁRIO DE ESGOTOS PARA ATENDIMENTO AOS BAIRROS ALTINÓPOLIS PM1 SANTA FELICIDADE RESIDENCIAL ULYSSES GUIMARÃES RESIDENCIAL FIGUEIREDO WALTER VILA BARROSO MORADA GABRIELA E ARMANDO VICENTINI
Alto Alegre;Em execução  no prazo;MUNICIPAL;981849,31;ENGERB CONSTRUCOES E INCORPORACOES LTDA;10.589.382/000194;PREFEITURA MUNICIPAL DE ALTO ALEGRE;2019;PROJETO "CENTRO DE LAZER E NÚCLEO DE JUSTIÇA COMUNITÁRIA" EM REGIME DE EMPREITADA GLOBAL DE ACORDO A PROPOSTA APRESENTADA BEM COMO TODAS AS PLANILHAS MEMORIAIS PROJETOS CRONOGRAMA FÍSICOFINANCEIRO E PROPOSTA DO QUAL É PARTE INTEGRANTE DESTE.
Álvares Florence;Em execução  no prazo;MUNICIPAL;13111,82;SOLUTION CONSTRUCOES E ACABAMENTOS LTDA;43.306.252/000156;CÂMARA MUNICIPAL DE ÁLVARES FLORENCE;2023;
Álvares Florence;Em execução  no prazo;MUNICIPAL;26009,86;FUKUOKA ENGENHARIA LTDA;18.583.554/000124;PREFEITURA MUNICIPAL DE ÁLVARES FLORENCE;2019;CONTRATAÇÃODE EMPRESA PARA EXECUÇÃO DE REFORMA DO POSTO DE SERVIÇO DE SAÚDE DO DISTRITO DE BOA VISTA DOS ANDRADAS
Álvares Florence;Em execução  no prazo;MUNICIPAL;257842,39;C.C.M. EDIFICACOES LTDA;10.749.021/000168;PREFEITURA MUNICIPAL DE ÁLVARES FLORENCE;2019;MEMORIAL DESCRITIVO  OBRA : REVITALIZAÇÃO DO CENTRO DE LAZER DO TRABALHADOR    LOCAL: AVENIDA MINEIRÃO  CIDADE: ALVARES FLORENCE/SP PROPR.: PREFEITURA MUNICIPAL DE ALVARES FLORENCE ÁREA CONSTR.: EXISTENTE  1.021.45M²; Á AMPLIAR: 114.11²  TOTAL  1.135.56M²   CONSIDERAÇÕES INICIAIS:  O PRESENTE MEMORIAL TEM POR FINALIDADE ESTABELECER AS DIRETRIZES MÍNIMAS E FIXAR AS CARACTERÍSTICAS TÉCNICAS OBSERVANDO AS PRÁTICAS DE BOA EXECUÇÃO INTERPRETANDO AS FORMAS E DIMENSÕES DOS DESENHOS COM FIDELIDADE E EMPREGANDO SOMENTE MATERIAL DE 1ª QUALIDADE NA EXECUÇÃO DAS OBRAS E SERVIÇOS DE REVITALIZAÇÃO DO CENTRO DE LAZER DO TRABALHADOR DE ALVARES FLORENCE/SP.  1. SERVIÇOS PRELIMINARES:  INSTALAÇÃO DE CANTEIRO DE OBRAS LOCAÇÃO DA CONSTRUÇÃO OBEDECENDO AO NÍVEL DO  GREID  PROJETADO PREVENDO ESCOAMENTO DAS ÁGUAS PLUVIAIS.  2. FUNDAÇÕES:  SERÃO COM ESTACAS MANUAIS (BROCAS) E BALDRAMES. ABERTURA DE VALAS BLOCOS E BROCAS.   EXECUÇÃO DE BROCAS MOLDADA IN LOCO EXECUTADAS COM TRAD
Álvares Florence;Em execução  no prazo;MUNICIPAL;333394,92;ISABELA SILVESTRINI DOS SANTOS LTDA;13.319.270/000101;PREFEITURA MUNICIPAL DE ÁLVARES FLORENCE;2020;LOTES DESCRIÇÃO                                      Nº DO PROCESSO SDR DO CONVÊNIO VALOR ESTIMADO R$ 01 REFORMA E AMPLIAÇÃO DO CENTRO COMUNITÁRIO                           2231765/2019 396.195.14 02 CONSTRUÇÃO DE MURO DO CAMPO DE FUTEBOL          3261372/2019 141.714.34
Álvares Florence;Em execução  no prazo;MUNICIPAL;227472,19;COPLAN CONSTRUTORA PLANALTO LTDA;49.681.778/000100;PREFEITURA MUNICIPAL DE ÁLVARES FLORENCE;2020;CONTRATATAÇÃODE EMPRESA PARA EXECUÇÃO DE OBRAS DE PAVIMENTAÇÃO E RECAPEAMENTO ASFÁLTICO CONSTRUÇÃO DE GUIAS E SARJETAS E SINALIZAÇÃO.
Álvares Florence;Em execução  no prazo;MUNICIPAL;15464,41;FUKUOKA ENGENHARIA LTDA;18.583.554/000124;PREFEITURA MUNICIPAL DE ÁLVARES FLORENCE;2019;REFORMA DA UNIDADE  DE SAÚDE DO DISTRITO DE BOA VISTA DOS ANDRADAS
Álvares Florence;Em execução  no prazo;MUNICIPAL;105199,8;FUKUOKA ENGENHARIA LTDA;18.583.554/000124;PREFEITURA MUNICIPAL DE ÁLVARES FLORENCE;2017;AMPLIAÇÃO DA UNIDADE DE SAÚDE DO DISTRITO DE BOA VISTA DOS ANDRADAS PARA MELHORAR O ATENDIMENTO DA POPULAÇÃO
Álvares Machado;Em execução  no prazo;MUNICIPAL;836233,79;S R SANCHEZ CONSTRUTORA LTDA;14.020.350/000124;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2022;CONSTRUÇÃO DA CASA DA CONVIVÊNCIA NOS TERMOS DO CONVÊNIO Nº 101187/2021 FIRMADO COM O GOVERNO DO ESTADO DE SÃO PAULO MEDIANTE A SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL  CDHU MAIS CONTRAPARTIDA DO MUNICÍPIO NA RUA JOAQUIM SERRA S/Nº PARQUE DOS PINHEIROS ÁLVARES MACHADO/SP
Álvares Machado;Em execução  no prazo;MUNICIPAL;900013,65;ROMERO & ZENIYA ENGENHARIA LTDA;37.947.394/000108;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2022;CONSTRUÇÃO DO ESPAÇO SAÚDE NOS TERMOS DO CONVÊNIO Nº 101323/2021 FIRMADO COM O GOVERNO DO ESTADO DE SÃO PAULO MEDIANTE A SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL  CDHU MAIS CONTRAPARTIDA DO MUNICÍPIO NA RUA CLÓVIS BEVILÁQUA S/Nº PARQUE DOS PINHEIROS ÁLVARES MACHADO/SP
Álvares Machado;Em execução  no prazo;MUNICIPAL;217051,31;TUCANO S TERRAPLENAGENS E CONSTRUCOES LTDA;03.040.646/000190;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2022;EXECUÇÃO DE SERVIÇOS DE 3.40778 M² DE RECAPEAMENTO ASFÁLTICO EM CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) NA RUA JOAQUIM NABUCO RUA JOAQUIM SERRA E RUA MACHADO DE ASSIS NO PARQUE DOS PINHEIROS (COM FORNECIMENTO DE EQUIPAMENTOS E MATERIAL PELA CONTRATADA); NOS TERMOS DO CONVÊNIO Nº 100638/2022 FIRMADO COM O GOVERNO DO ESTADO DE SÃO PAULO MEDIANTE A SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL MAIS CONTRAPARTIDA DO MUNICÍPIO
Álvares Machado;Em execução  no prazo;MUNICIPAL;613436,56;TUCANO S TERRAPLENAGENS E CONSTRUCOES LTDA;03.040.646/000190;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2022;EXECUÇÃO DE SERVIÇOS DE 9.52250 M² DE RECAPEAMENTO ASFÁLTICO EM CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) NA RUA JESUEL PEREIRA DA SILVA GRAMADO PARK RESIDENCIAL E RESIDENCIAL VALÊNCIA I (COM FORNECIMENTO DE EQUIPAMENTOS E MATERIAL PELA CONTRATADA); NOS TERMOS DO CONVÊNIO Nº 100716/2022 FIRMADO COM O GOVERNO DO ESTADO DE SÃO PAULO MEDIANTE A SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL MAIS CONTRAPARTIDA DO MUNICÍPIO
Álvares Machado;Em execução  no prazo;MUNICIPAL;297250,73;CONSTRUTORA HV LTDA;24.980.173/000181;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2022;EXECUÇÃO DE OBRAS DE INFRAESTRUTURA URBANA (BACIA DE DISSIPAÇÃO; BOCAS DE LOBO; GALERIA DE ÁGUAS PLUVIAIS E POÇOS DE VISITA) NA RUA JASMI BATISTA JARDIM ANTONIO PICHIONI
Álvares Machado;Em execução  no prazo;MUNICIPAL;149162,9;MARCOS MATSUO XAVIER INAGUE LTDA;17.170.855/000163;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2022;SERVIÇOS DE CONSTRUÇÃO DE CERCA COM ALAMBRADO E CALÇAMENTO DA CRECHE ESCOLA PADRÃO PAEM (PROGRAMA AÇÃO EDUCACIONAL ESTADO  MUNICÍPIO)  FDE (FUNDAÇÃO PARA O DESENVOLVIMENTO DA EDUCAÇÃO) NA RUA GERALDO BALDI S/Nº JARDIM SANTA EUGÊNIA ÁLVARES MACHADO/SP
Álvares Machado;Em execução  no prazo;MUNICIPAL;779799,27;ROMERO & ZENIYA ENGENHARIA LTDA;37.947.394/000108;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2022;SERVIÇOS DE CONSTRUÇÃO DO ESPAÇO SAÚDE NOS TERMOS DO CONVÊNIO Nº 101875/2021 FIRMADO COM O GOVERNO DO ESTADO DE SÃO PAULO MEDIANTE A SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL  CDHU (COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO) MAIS CONTRAPARTIDA DO MUNICÍPIO NA RUA PAULO SCARCELLI S/Nº JARDIM SANTA EUGÊNIA ÁLVARES MACHADO/SP
Álvares Machado;Em execução  no prazo;MUNICIPAL;294379,78;NELSON  BASSI TERRAPLENAGEM E LOCACOES;10.216.625/000149;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2021;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE SERVIÇOS DE ADEQUAÇÃO DE ESTRADAS RURAIS PARA CONTROLE DE EROSÃO NA ESTRADA MUNICIPAL  AVM 380 CONFORME MEMORIAIS DESCRITIVOS ORÇAMENTOS CRONOGRAMAS FÍSICOFINANCEIROS PROJETOS MÁQUINAS EQUIPAMENTOS MÍNIMOS NECESSÁRIOS TODOS EM ANEXO.
Álvares Machado;Em execução  no prazo;MUNICIPAL;138815,56;S R SANCHEZ CONSTRUTORA LTDA;14.020.350/000124;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2020;REFORMA E AMPLIAÇÃO DA ÁREA DE LAZER DA PRAÇA VEREADOR ANTONIO CADETTE
Álvares Machado;Em execução  no prazo;MUNICIPAL;277306,52;TUCANO S TERRAPLENAGENS E CONSTRUCOES LTDA;03.040.646/000190;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2019;PAVIMENTAÇÃO ASFÁLTICA CBUQ COM CONSTRUÇÃO DE GUIAS E SARJETAS NAS RUAS GREGÓRIO DE MATOS E EVARISTO DA VEIGA NO PARQUE DOS PINHEIROS
Álvares Machado;Em execução  no prazo;MUNICIPAL;82934,06;CONSTRUTORA NAC FERRARI LTDA;11.972.836/000174;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2018;CONSTRUÇÃO DE BOCA DE LOBO COM GRELHA TRANSVERSAL E RECUPERAÇÃO DE GALERIAS DE ÁGUAS PLUVIAIS
Álvares Machado;Em execução  no prazo;MUNICIPAL;38963,48;ACAO AMBIENTAL ENGENHARIA LTDA;16.952.890/000171;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2018;EXECUÇÃO DE PISO E INSTALAÇÃO DE EQUIPAMENTOS PARA ACADEMIAS AO AR LIVRE
Álvares Machado;Em execução  no prazo;MUNICIPAL;46709,3;MULTI MARQUES CONSTRUCOES LTDA;05.260.817/000112;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2018;REFORMA E ADEQUAÇÃO DAS ESCOLAS E CRECHES DO MUNICÍPIO CONFORME PROJETOS PLANILHAS E CRONOGRAMA FÍSICO FINANCEIRO.
Álvares Machado;Em execução  no prazo;MUNICIPAL;129042,76;BALMAR CONSTRUCAO E TRANSPORTE LTDA;19.731.863/000167;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2017;CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE REFORMA DA PRAÇA GETÚLIO VARGAS
Álvares Machado;Em execução  no prazo;MUNICIPAL;86019,76;LUNARDO SILVA MANEA CONSTRUCAO;22.115.191/000170;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2017;REFORMA E ADEQUAÇÃO DO CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL  CRAS  RUA PRES. PRUDENTE S/N  VILA NOSSA SENHORA DA PAZ
Álvares Machado;Em execução  no prazo;MUNICIPAL;103,9072;TERRALOC CONSTRUCOES, TERRAPLENAGENS E LOCACOES LTDA;14.851.369/000112;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2017;EXECUÇÃO DE OBRA DE REFORMA DO ESF PARQUE DOS PINHEIROS LOCALIZADO À RUA CLÓVIS BEVILÁQUA 762 PARQUE DOS PINHEIROS NA CIDADE DE ÁLVARES MACHADO
Álvares Machado;Em execução  no prazo;MUNICIPAL;103,9072;TERRALOC CONSTRUCOES, TERRAPLENAGENS E LOCACOES LTDA;14.851.369/000112;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2017;
Álvares Machado;Em execução  no prazo;MUNICIPAL;57,36744;TERRALOC CONSTRUCOES, TERRAPLENAGENS E LOCACOES LTDA;14.851.369/000112;PREFEITURA MUNICIPAL DE ÁLVARES MACHADO;2017;
Alvinlândia;Em execução  no prazo;MUNICIPAL;146000;LNF CONSTRUCOES E PINTURAS LTDA;11.350.817/000106;PREFEITURA MUNICIPAL DE ALVINLÂNDIA;2020;OBRA DE CONSTRUÇÃO DE QUADRA COBERTA COM VESTIÁRIOS
Americana;Em execução  atrasada;MUNICIPAL;974264,06;CONSPEK CONSTRUTORA LTDA;06.090.102/000121;PREFEITURA MUNICIPAL DE AMERICANA;2024;CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA DE IMPLANTAÇÃO DE INFRAESTRUTURA ESPORTIVA NO BAIRRO JD. DONA SOFIA NESTE MUNICÍPIO COM FORNECIMENTO DE MATERIAIS MÃO DE OBRA E EQUIPAMENTOS.
Americana;Em execução  atrasada;MUNICIPAL;1175910,56;CONAME ENGENHARIA LTDA;34.580.083/000157;PREFEITURA MUNICIPAL DE AMERICANA;2024;CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE CENTRO DE SAÚDE LOCALIZADA À RUA RIBEIRO COUTO S/N NO BAIRRO ANTONIO ZANAGA II AMERICANA SP COM FORNECIMENTO DE MATERIAL MÃODEOBRA E EQUIPAMENTOS.
Americana;Em execução  no prazo;MUNICIPAL;211;OLIVEIRA INCORPORACOES E CONSTRUCOES LTDA;18.993.316/000197;PREFEITURA MUNICIPAL DE AMERICANA;2024;ALIENAÇÃO DE IMÓVEL PÚBLICA MEDIANTE PROCESSO DE ALIENAÇÃO DE IMOVEL PUBLICO MEDIANTE PROCESSO DE INCORPORAÇÃO IMOBILIARIA NO PROGRAMA MINHA CASA MINHA VIDA CONFORME CONCORRENCIA 001/2023
Américo Brasiliense;Em execução  no prazo;MUNICIPAL;782000;CONSTRUTORA FREITAS & TERRAPLANAGEM LTDA;66.997.347/000169;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2024;CONSTITUI OBJETO DO PRESENTE INSTRUMENTO A EXECUCAO DE PISTA DE CAMINHADA E DEMAIS ITENS DE URBANIZACAO LISTADOS NAS PLANILHAS ORCAMENTARIAS DOS LOTES 01 E 02 NOS LOCAIS INDICADOS E EM CONFORMIDADE COM OS PROJETOS E MEMORIAIS
Américo Brasiliense;Paralisada;MUNICIPAL;472415;THESIS ENGENHARIA E SANEAMENTO LTDA;08.419.940/000121;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2023;CONTRATACAO DE EMPRESA ESPECIALIZADA EM MONTAGEM DE RESERVATORIO METALICO APOIADO COM CAPACIDADE DE 160M COM FUNDACAO BASE INTERLIGACOES DE TUBULACOES E FECHAMENTO DA AREA COM ALAMBRADO AQUISICAO E EXECUCAO DE 170 METROS LINEAR DE REDE DE DISTRIBUICAO DE AGUA EM TUBOS DE PVC PBA COM DIAMETRO DE 110MME INTERLIGACOES A REDE DE AGUA EXISTENTE
Américo Brasiliense;Em execução  atrasada;MUNICIPAL;160331,95;FIRMADO NA ROCHA FUNDACOES E INFRAESTRUTURAS LTDA;15.307.848/000135;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA/CONSTRUÇÃO DE ARQUIBANCADA NO ESTADIO MUNICIPAL JOAQUIM JUSTO.
Américo Brasiliense;Em execução  no prazo;MUNICIPAL;2521959,08;DONIZETI PEREIRA DA SILVA;14.840.879/000194;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DA 2ª E 3ª ETAPA DA ESCOLA DO BAIRRO LUIZ OMETTO
Américo Brasiliense;Paralisada;MUNICIPAL;671441,6;PORTICO ENGENHARIA E SERVICOS LTDA;38.251.646/000114;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2022;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DA CASA DA JUVENTUDE NO MUNICÍPIO DE AMÉRICO BRASILIENSE CONFORME ESPECIFICAÇÕES DO EDITAL E SEUS ANEXOS
Américo Brasiliense;Em execução  no prazo;MUNICIPAL;253598,94;FIRMADO NA ROCHA FUNDACOES E INFRAESTRUTURAS LTDA;15.307.848/000135;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2021;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA TRAVESSIA DO EMISSÁRIO DE ESGOTO SOB O CÓRREGO DA PONTE ALTA (ESTAÇÃO DE TRATAMENTO DE ESGOSTO) CONFORME ESPECIFICAÇÕES DO EDITAL E SEUS ANEXOS
Américo Brasiliense;Em execução  no prazo;MUNICIPAL;390911,48;DONIZETI PEREIRA DA SILVA;14.840.879/000194;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE PRAÇA NO BAIRRO JARDIM SANTA TEREZINHA SITO A ALAMEDA ALBERTO JOSÉ ELOY MACEDO ROLLO CONFLUÊNCIA COM A RUA APARECIDA BARBIERI
Américo Brasiliense;Em execução  no prazo;MUNICIPAL;207854,21;LAFAR ENGENHARIA E SERVICOS LTDA;27.899.360/000123;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA NA UNIDADE HOSPITALAR "DR. JOSÉ NIGRO NETO"
Américo Brasiliense;Paralisada;MUNICIPAL;524211,84;PERFUGEL  PERFURACOES GEOLOGICAS LTDA;02.765.312/000111;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PERFURAÇÃO DE 02 POÇOS PROFUNDOS  (FRATURA) NO BAIRRO SÃO JOSÉ BEM COMO A URBANIZAÇÃO DOS CENTROS DE PRODUÇÃO SENDO UM NA CONFLUÊNCIA DA ALAMEDA MÁRIO CAVALARI COM A AV. LIA DELLA ROVERE FURKIN E OUTRO NA MARGEM DO CÓRREGO MARIA MENDES (COORDENADAS UTM NS759508 EW79830)
Américo Brasiliense;Paralisada;MUNICIPAL;850373,69;THESIS ENGENHARIA E SANEAMENTO LTDA;08.419.940/000121;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2019;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE AMPLIAÇÃO NO SISTEMA DE RESERVAÇÃO DO CRD 6 NO JARDIM SANTA TEREZINHA CONFORME ESPECIFICAÇÕES DO EDITAL E SEUS ANEXOS
Américo Brasiliense;Em execução  no prazo;MUNICIPAL;306202,83;LAMG SERVICOS E CONSTRUCOES LTDA.;01.592.654/000114;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONTINUAÇÃO DA CONSTRUÇÃO DE CRECHE MODELO FDE NO BAIRRO JARDIM SANTA TEREZINHA CONFORME EDITAL E SEUS ANEXOS
Américo Brasiliense;Paralisada;MUNICIPAL;1405503,54;KACEL  KARAM CURI ENGENHARIA LTDA;53.539.458/000180;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE CONTINUAÇÃO DA CONSTRUÇÃO DA CRECHE MODELO FDE  2013/01956 NA RUA ROUXINOL S/N JD. NOVO AMÉRICO
Américo Brasiliense;Em execução  no prazo;MUNICIPAL;187738,64;GOMES & RODOLFI CONSTRUTORA LTDA;21.052.101/000186;PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE;2017;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE MUSEU HISTÓRICO MUNICIPAL DE AMÉRICO BRASILIENSE NA RUA TOLEDO PIZZA S/N CENTRO.
Amparo;Em execução  no prazo;MUNICIPAL;471844,91;EXATA CONSTRUTORA LTDA;01.295.504/000149;PREFEITURA MUNICIPAL DE AMPARO;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE AMPLIAÇÃO DE CONSTRUÇÃO E REFORMA DA UNIDADE DE SAÚDE DA FAMÍLIA DO BAIRRO DA BOA VEREDA MUNICÍPIO DE AMPARO/SP COM FORNECIMENTO DE MATERIAIS MÁQUINAS VEÍCULOS APETRECHOS MÃO DE OBRA E TUDO MAIS QUE SE FIZER NECESSÁRIO CONFORME EDITAL MINUTA DE CONTRATO E ANEXOS (CDROM).
Amparo;Em execução  no prazo;MUNICIPAL;513991,94;SANORTE SANEAMENTO E LOCACOES LTDA;08.762.145/000131;SAAE  SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO;2020;
Amparo;Em execução  no prazo;MUNICIPAL;14786,6;SANIOTO CONSTRUCOES LTDA;18.367.855/000110;SAAE  SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO;2019;CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE BASE PARA RESERVATÓRIO DE ÁGUA LOCALIZADO NO LOTEAMENTO DENOMINADO BEIRA RIO NESTE MUNICÍPIO COM FORNECIMENTO DE MÃO DE OBRA MATERIAIS E TUDO O MAIS QUE SE FIZER NECESSÁRIO CONFORME EDITAL E ANEXOS.
Andradina;Em execução  no prazo;MUNICIPAL;117297,63;KORIN SERVICOS LTDA;21.186.625/000160;CÂMARA MUNICIPAL DE ANDRADINA;2022;EXECUÇÃO DE OBRAS DE REFORMA PARCIAL NO PRÉDIOSEDE DA CÂMARA MUNICIPAL DE ANDRADINA COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA
Andradina;Em execução  no prazo;MUNICIPAL;118116,17;NOROESTE EMPREENDIMENTOS LTDA;14.120.128/000101;CÂMARA MUNICIPAL DE ANDRADINA;2017;EXECUÇÃO DE REFORMA DE BANHEIROS MASCULINO E FEMININO RETIRADA E SUBSTITUIÇÃO DE TELHADO CONSTRUÇÃO DE SALA DA SECRETARIA E PINTURA EXTERNA FRONTAL  DO PRÉDIO DA CÂMARA MUNICIPAL DE ANDRADINASP COM FORNECIMENTO DE MATERIAL E DE MÃODEOBRA.
Andradina;Em execução  no prazo;MUNICIPAL;3923996,72;J. A. ABDALLA CONSTRUCOES E SERVICOS LTDA;60.818.101/000104;PREFEITURA MUNICIPAL DE ANDRADINA;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE CENTRO DE USO MÚLTIPLO  MERCADÃO MUNICIPAL
